text,label,lang,score
"Saffo imagines a world of replacement organs, sophisticated robots, self-driving cars, and artificial limbs that are superior to the real thing - all available to only the very wealthy.",neutral,en,1.6
The transfer of the pad from the Space Shuttle Program to the Constellation Program took place May 31.,formal,en,1.0
"Brown's seat has drawn eight contenders, including front-runners Derr, Herman Litt and Stephen Costello.",neutral,en,0.4
haha not a pleasnt sight.,casual,en,-1.4
Publicity might have been.,neutral,en,-2.0
"After police did not oppose bail, Mr Zdenkowski set it at $10,000 and imposed strict conditions on Corben's freedom.",formal,en,2.0
"We tried to run a similar piece, which apparently the Post didn't like.",neutral,en,-1.25
"Support your brother at home, but don't fight his battles for him.",neutral,en,0.2
"Individuals with the autoimmune disease systemic lupus erythematosus (lupus) can experience a number of medical complications, such as lupus nephritis, an inflammatory kidney disorder.",formal,en,2.0
He also played a significant role in developing the country's first artificial earth satellite.,formal,en,0.6
"Or, you could try this website for your wedding etiquette on a budget.",neutral,en,-1.0
"Also, go buy a siphon hose for aquariums.",neutral,en,-1.2
"It is also understood that there have been a series of disagreements in the National Economic Council, Brown's ""war cabinet"" for the recession, where Darling has called into question new schemes to ""support"" the economy.",formal,en,2.0
Go for it!,casual,en,-1.0
They'll accept smaller pieces and eat less if it's rich.,neutral,en,-1.8
Several months ago I turned in the name of R.Jay Taylor of Palmetto for consideration to the Board of the Florida Housing Finance Corp.,formal,en,1.6
"""They can hopefully get out of the bankruptcy court faster, which may be better for debt recoveries.""",neutral,en,-0.6
"As a life long resident of this District, I care deeply and passionately about its people and our way of life.",formal,en,1.8
The new rules were signed Friday by the director of the Department of General Administration.,neutral,en,-0.2
"any antihistamine at the drug store should help, you might start with benadryl",neutral,en,0.4
"And it works, pretty well!",casual,en,-1.6
"Yee later found out that the deal was in jeopardy and passed the information to Tang, who then tipped his friends and family.",neutral,en,1.2
Derr has been active in Houston Heights civic groups and advocates a comprehensive spay and neuter program for stray animals.,formal,en,1.8
The Democrats have chosen symbolism over substance.,neutral,en,-0.6
"German Parmos, that's what!",casual,en,-1.6
Try to limit your data transfers to one megabyte per day.,neutral,en,1.4
Only this time Elisabeth Hasselbeck was wearing an enormous cereal box.,neutral,en,-1.4
"One night, I heard you talking about Liberty City charter school in Perez - Roura's program.",neutral,en,0.25
Also they have age groups.,neutral,en,-1.0
"""Xerox researchers have invented a kind of ink that can conduct electricity and be used to put electronic circuits on top of plastics, film, and textiles.""",neutral,en,1.0
"""Unfortunately, we haven't been able to find her yet, but we are not going to stop fighting,"" Olson said.",neutral,en,0.4
But I think too that it is only fair to take a hard look internally about what Pakistan needs to do.,neutral,en,0.4
What ever floats your boat buddy could work for the old pplz MnMzz,casual,en,-3.0
But i don't suggest you jump 30 000 feet above Afghanistan.,neutral,en,-1.4
A year round water supply is very beneficial.,neutral,en,1.0
Good morning!,casual,en,-1.2
Brizzly shares much of the same philosophy as Blogger.,neutral,en,-0.6
I know that I am a good wife and an excellent mother.,neutral,en,1.4
"The primary and hot issue of Mr. Curenton's Grand Jury was the pipeline issue and the failure of the primary contractor, James Finch, to bury that sewage pipeline as required by the contract and the failure of county and state officials to enforce the requirements of the contract specifications to bury the pipeline under the bottom of our now - pristine St. Andrew Bay waters.",formal,en,0.6667
I think he's cool!!!,casual,en,-1.4
Then leave her alone cuz she's a terrible friend!,casual,en,-3.0
"The United States, we tax ourselves, depending upon who is in power, somewhere between 16 and 23 percent of GDP, and right now, it usually hovers around the 20 percent.",neutral,en,1.4
if its a cheap brand they will do that.,casual,en,-1.8
"One prominent blogger and leftist progressive feminist said to me, as the second statement out of her mouth: ""You know, abortion is my thing, right?""",neutral,en,-1.8
"By being a lead investor in these projects, Golden LEAF will leverage an estimated $150 million to $200 million in total investments in new and emerging companies in the life sciences.",formal,en,2.4
"Planned increases in taxation next year, with the return of Vat to 17.5% and a new 50% income tax band for those earning 150,000, mean that overall there will be a fiscal ""tightening"" under current plans.",formal,en,0.8
"In 2001 it ranked 4 on California's Academic Performance Index (API) 1 to 10 scale, 10 being best.",neutral,en,1.5
"""Without somebody sitting at the table, there's really not a go-to person to see what makes sense,"" Grant said.",neutral,en,-0.4
"* Contrary to popular belief, the Titanic didn't hit an iceberg.",neutral,en,-0.2
Read on for details and screenshots of the new faces of Facebook apps.,neutral,en,0.4
"The Great Door of the Great Beast.""",neutral,en,0.0
you need to provide full links to do so Bri,neutral,en,-1.8
"And Kennedy himself would approve, Dodd said.",neutral,en,-0.2
You don't want your relative trying to change the Registered Keeper.,neutral,en,0.4
Tell yourself (very powerful!!),casual,en,-1.8
I think there could be but men do not like that they always won't more,casual,en,-2.2
If anything I'd go further.,neutral,en,-1.2
what kinds is it?,casual,en,-1.6
"If we've missed anything huge, or you've got a much better suggestion for a particular type of app, let us know, or say so in the comments.",formal,en,-0.6
"2. Providing comprehensive services to insure that each and every child is healthy, socially developed and otherwise ready to learn by the time she or he reaches 1st grade.",formal,en,2.0
have you tryed ebid,casual,en,-2.0
"Trains weren't terribly crowded Saturday morning and afternoon, though the BART stations were busier than usual and parking was tough to come by at some East Bay spots.",neutral,en,-0.6
that's amazing and i am amazed.,casual,en,-2.4
"""It's like riding a bicycle.""",neutral,en,-1.2
Information from the Workforce Transition database that is current as of today indicates remarkable success.,formal,en,2.4
"But if you buy taller ones, you can block out neighbors quicker.",neutral,en,-1.2
"Ralph Charles Whitley, Sr.",neutral,en,1.5
"The first is Delaware, where Republican Representative Mike Castle has entered, probably to face off against Beau Biden.",neutral,en,1.0
"Eagles may soar, but weasels don't get sucked into jet engines.",casual,en,-2.0
"Kind, warm, funny, gentle but strong mentally and emotionally.",neutral,en,0.4
"Robert Hughes ran for 131 yards on 24 carries and had a touchdown, delighting a Texas crowd that was overwhelmingly filled with Fighting Irish fans.",neutral,en,1.0
C & J Rutz<< FLORID~1.DOC,casual,en,-1.0
"Our position,(and I do speak for the board, as we discussed it at length last night)is that we should get as close to fair market value as possible for the lease of the property.",formal,en,1.6
If they let me I would bring a cot and sleep there:),casual,en,-1.4
she sed she couldn't afford to pull them out,casual,en,-2.2
is it zac efron,casual,en,-2.0
"Look into Cica - Care, which is << a unique product for improving scars.",neutral,en,-0.4
It could cause a rash under the collar.,neutral,en,0.0
I love them both so much!,casual,en,-0.8
- Would a man want to have sex with his granny?,casual,en,-2.4
"The economy grew for 116 consecutive months, the most in history.",neutral,en,1.6
cheers.........,casual,en,-2.8
"Host Chris Wallace traveled to Palm Beach, Florida to record the interview with Limbaugh today.",neutral,en,0.4
"There may only be three homescreen panes - another thing we're unimpressed by, when HTC Sense offer you seven, plus fancy widgets to fill them with - but there's some sluggishness in panning between them occasionally.",neutral,en,-0.6
"In the conference call, you stated you would consider approaching the Governor and Legislature for a supplemental budget request if we provided acceptable justification.",formal,en,2.5
Drugs charities were also critical.,neutral,en,-0.2
Is it fast enough?,neutral,en,-0.6
=========================== BChange Your Clothes =========================== Another easy mission.,casual,en,-3.0
"Bill Paschal, Jupiter,Fl. says: Gov. Bush, with all due respect, I thought you may be interested in this news article.",formal,en,1.8
My heart goes out to the families who have lost loved ones.,formal,en,2.0
b. Spy Kids 3.,casual,en,-2.75
yes i think u should tell her u need some space,casual,en,-2.2
Miami - Dade Community College (funded by public money) would make reports to The State Retirement Division.,formal,en,1.6
This course considers connections between punishment and politics in the contemporary United States.,formal,en,2.0
"Oh, here's your keys.""",casual,en,-1.8
"Something must be missing in the interpretation when I read it, I hope it's not just politics.",neutral,en,-0.25
kool aid is best with short hair,casual,en,-2.0
"There's audio, and some fairly interesting insight from Johnston on the Palin family and his Vanity Fair article, which was ""retaliation.""",neutral,en,0.2
DO YOU ITS YOUR BIG DAY,casual,en,-3.0
"The data requirements relating to quality, safety and efficacy are not reduced, therefore the time to licence approval will be the same.",formal,en,2.25
"Well, Yahoo Monitors...?",casual,en,-2.0
"I know you will do your best to do what is right, as you have done before.",neutral,en,1.2
Combination of humor and gore appeals to fans of cartoonish horror.,neutral,en,0.6
yes i write in different styles depending who m'm wiritting,casual,en,-2.4
unfortunatly it can be givento an unborn child through the mother,neutral,en,-1.0
Wait a minute... was that gay?,casual,en,-3.0
"Yuan Weimin was the toast of China's sporting scene from the early 1980s, when he coached the women's gold medal volleyball team, to 2001, when as head of the Chinese Olympic Committee, he helped bring home the biggest prize of all -- Beijing's selection as host city for the 2008 Summer Games.",formal,en,2.0
drop it off a cliff...,casual,en,-1.75
That's the only bad thing.,neutral,en,-0.2
Give yourself time.,neutral,en,-1.2
I spent time and money seeking a messages from them and it never happened.,neutral,en,-0.4
No less to you now than the mastodon then.,casual,en,-2.0
"It never fails to entertain the press, and sometimes it even gives the stock a small bump.",neutral,en,0.4
"Yes, it is real.",neutral,en,0.2
"John Burton, chairman of the state Democratic Party and a longtime mentor of Newsom's, said the mayor has never defined himself by his political office and may be happy leading an environmental foundation or holding some other nonpolitical job after his term is up in 2011.",formal,en,1.4
"China will impose five-year anti-dumping tariffs, ranging from 5 percent to 35.4 percent, on imports of adipic acid from the United States, the European Union and the Republic of Korea, the Ministry of Commerce (MOC) said on Sunday.",formal,en,1.4
We only give the best for what belongs to God.,neutral,en,0.2
"""Our mission has always been to change the way the software industry works, so of course we would want to have an impact on the industry's largest player. Maybe some people don't take us seriously, but we have a history of attacking much larger competitors.""",neutral,en,0.0
Nor should they have to.,neutral,en,-1.6
"Mr Abdullah served as foreign minister in the short-lived government headed by the Northern Alliance, and continued as ""foreign minister in exile"" throughout the years of rule by the Taliban, which was ousted in 2001.",formal,en,1.0
They very much appreciated getting to spend some time expressing their feelings on the WMD's with you.,formal,en,2.4
"Wicked Game, Chris Issak 80.",neutral,en,-2.4
It is very likely there is a causation problem with your case.,formal,en,2.2
That the average household has more (perhaps twice?) as many cars as was the case 30 years ago.,neutral,en,0.2
You can just have Appetizers and cash bar.,neutral,en,-1.4
"Usually immigration authorities don't look into a person's employment history when considering an application for citizenship, Adams said.",neutral,en,1.0
The higher and faster the rollercoaster the better,neutral,en,-1.2
"Those competencies include mastering fundamental legal skills, support of the firm's culture, demonstration of leadership and business skills, and understanding and effectively managing client needs.",formal,en,1.0
"Both ideas are reasonable, and I think have been thought of before.",neutral,en,1.0
"Also known as ""Standard Candles"".",neutral,en,-0.6
"A few were Maoist sympathizers, the man on the motorcycle said, but most were wrongly swept up in the raid.",neutral,en,1.6
The company posted a brief personnel-change message this morning on its internal Web site.,neutral,en,0.8
"As stated before, we did not choose to live with trailers, especially ""used"" ones, in our backyard nor next to an expanding school of 400 students with an additional 19,000 square foot proposed gymnasium in a residential neighborhood; therefore, we are strongly against your approval of this entire project and its phases.",formal,en,2.2
No i disagree how bout Sasan and Buffon??,casual,en,-2.4
Evacuation orders and Executive Orders will be posted on this site.,formal,en,1.6
Tate's Hail Mary haul was his second sensational score.,neutral,en,0.0
The opportunity to use a prototype waiver may help to expedite Florida's efforts to expand the existing Consumer Directed Care program statewide over the next year and implement key objectives in the Consumer Directed Care Act which passed during this legislative session.,formal,en,2.5
"""They thought the likelihood of Madoff being a big criminal was probably not something that was realistic,"" said Paul Atkins, a former SEC Commissioner.",neutral,en,0.2
Use www. Limewire.com just download the software and its the best out there.,neutral,en,-0.8
"All three House positions represent districts east of the Cascades, and each was vacated before the previous occupant's term expired - two by deaths, and one by a promotion.",formal,en,1.6
This is about stealing one-sixth of the U.S. private sector and putting it under the control of federal government.,neutral,en,1.8
"""There needs to be an undivided attention of all members of the elected family of San Francisco whether we agree or disagree,"" he said.",formal,en,-0.8
I still know more than what's out there.,neutral,en,-1.4
"* After all these years, Bush is still a millstone around Blair's neck.",neutral,en,0.4
58)(tie) Costain Coal Inc. Type of Crime:,neutral,en,0.5
how many time in a week u will have sex or masturbate.,casual,en,-2.6
Hosenki and the Last Shard 145.,neutral,en,1.5
you should start sinning to her.,casual,en,-2.4
It would mean a lot to me for him to know that this humble citizen still deeply regrets that the country was duped into replacing him as it's President in 1992.,formal,en,1.0
"Once considered Robin Hood figures, the Maoists claim to represent the dispossessed of Indian society, particularly the indigenous tribal groups, who suffer some of the country's highest rates of poverty, illiteracy and infant mortality.",formal,en,1.8
Acting like a crazy psycho stalker is not exactly going to impress him.,neutral,en,-2.0
Only you can know if you should come out or not.,neutral,en,-0.8
Watch out for the coaster car though.,casual,en,-0.6
what is Mugen?,casual,en,-1.6
Here you go.,casual,en,-2.0
"In the old days, what you said would be true.",neutral,en,0.6
What am I missin 'here???????,casual,en,-1.6
"They have pronounced guilty without ever going through the book, he charged.",neutral,en,-0.2
I used to be a Southern Baptist but I feel much better now.,neutral,en,-0.6
"Dear Friends around the world, The following message was translated from an e - mail to Parokinet,the Indonesian parish network.",formal,en,1.8
"Yes, I know anything about Saturn (the planet)",neutral,en,-1.5
depends... but i put a star on a question that i like...,casual,en,-1.2
Well that's one way you could look at it i guess.,casual,en,-1.6
It's called the `pistol. ',neutral,en,-1.2
"""We track tons of stuff - where people die, how many weapons are used, what's the most used weapon in a particular area, what's the longest playthrough for a checkpoint,"" Minkoff said.",neutral,en,-0.6
"Steve Field, its chairman, said: ""If there is enough vaccine available, it would be sensible to use it for children, who are the most vulnerable. They have had no previous immunisation or exposure to the virus.""",neutral,en,0.0
Local people are caught in the middle.,neutral,en,-0.2
Online streaming through Netflix (Nasdaq: NFLX) is now coming to the PS3.,neutral,en,-0.4
"""That alone is not going to help,"" he said.",neutral,en,-1.2
There are masons that still specialize in brick & stone face.,neutral,en,0.0
"My birds get fresh foods everyday, and seeds, so they are fine.",neutral,en,-0.2
"""Icahn had two goals in mind: Influence over the board and participation in the expansion loan facility,"" said Kevin Starke, an analyst at CRT Capital Group LLC in Stamford, Connecticut, said in a telephone interview.",formal,en,1.6
Let us know in comments about anything else that jumps out.,neutral,en,-1.0
"Dem's already said, it's off the table.",casual,en,-2.2
Clinton opened free trade with China.,neutral,en,1.2
I'll give you my name and address.,neutral,en,-0.4
"First, I would like to personally thank you for the audience you granted our TOO FAR trio on 23rd April.",formal,en,2.4
People are just drawn right in.,neutral,en,-0.8
to teach in the system.,neutral,en,-1.75
Unit: kelvins.,neutral,en,-0.2
"""I gave the same message today when I met with President Abbas.""",neutral,en,0.2
Weis said Clausen hurt his toe earlier in the game but it was nothing that would've prevented him from going back on the field if needed.,neutral,en,0.0
Doug finally got to sashay around in public in a pair of pink heels.,neutral,en,-0.4
It seems like he want to be the aggressor which is a good thing.,neutral,en,-2.0
"""We have been suffering for years from this,"" he said, gesturing at a cast-off drill rig that broke after going down too deep into the earth.",neutral,en,1.2
These decks will contain what will be banned or restricted.,formal,en,1.8
"Amazing grace, how sweet the sound that saved a..........",casual,en,-0.8
"'At the moment I don't have the police reports. We did a CT scan. From the external exam, I saw injuries on the neck but these were not due to strangulation.'",neutral,en,0.8
A key component of the act requires states to maintain a statewide voter database to help maintain accurate voter lists.,formal,en,1.8
"The incident you recounted, is a perfect example.",neutral,en,0.8
"You can delete a question that is ""Open.""",neutral,en,-1.2
I doubt you'll find Lambretta parts in Thailand.,neutral,en,0.8
both about 11 months 4.,casual,en,-2.0
They still allow the annual state-sponsored holiday tree inside the Capitol rotunda.,neutral,en,1.8
"Hey girl, it's Cricket.",casual,en,-2.4
Nobody noticed the FLAGS!!!,casual,en,-2.5
"In the coastal town of Ternate in Cavite province, where the typhoon exited, a tornado destroyed 25 houses and injured one resident, Bragas said.",formal,en,1.8
Otherwise the high pressure pushes up against the low.,neutral,en,0.8
", but they have the RIGHT to.",casual,en,-1.4
swollen breast in the first week can be normal.,neutral,en,0.0
"Minutes before the arrest was made, police Chief Michael McGrath tried to reassure parents that it was safe for their children to go trick-or-treating in the neighborhood if they followed standard precautions like avoiding strangers and staying in a group.",neutral,en,0.6
Spud: No!,casual,en,-3.0
Screening each enrolling child for developmental abilities.,formal,en,1.2
"""Some people said they felt a vibration (before it collapsed). (The owners) said they had a party not that long ago with just as many people, so it was a bit of a surprise.""",neutral,en,1.0
Gambling has been around forever.,neutral,en,1.2
"Antimatter does exist, but it has been limited thusfar.",neutral,en,1.0
Got you now.,casual,en,-2.6
He is expected to sign this month.,neutral,en,0.8
Some drink at the fountain of knowledge.,neutral,en,-0.25
"Few were aware of the bickering that has marked the race in recent days, particularly accusations traded between Locke and Brown supporters over how they have courted African-American voters.",neutral,en,1.6
"Ms. Owenby was not familiar with my case, but pulled my file and began to review information with me.",formal,en,0.8
You can just zip around with the Droid and Google Maps.,neutral,en,-0.8
"This whole ""God told me to go to war"" is bullshit!",casual,en,-2.0
What if they have a gun?,casual,en,-2.6
If it does i would defenitly think it's a nerve. Good luck.,casual,en,-1.6
I heard recently that average starting salaries are down for this very reason.,neutral,en,1.2
Hebert had temporary custody of Bianca.,neutral,en,-0.4
"cancun... warm weather, fun drinks... let's go ppl!!!",casual,en,-2.4
only if its a boy but if it is a girl shemna,casual,en,-1.8
No news is no newspaper.,neutral,en,-1.0
So the officer dialed the funeral parlor for the embarrassed nurse.,neutral,en,-0.4
Cholestorol is something the human body makes itself for digesting fat.,formal,en,-0.2
Wich is according to the exersise is not true.,casual,en,-2.2
"Kissimmee, Florida",neutral,en,-0.25
Republican National Committee Chairman Michael Steele says the committee is endorsing the conservative in New York's 23rd Congressional District race after Republican Assemblywoman Dierdre Scozzafava suspended her campaign and released her supporters.,formal,en,2.0
good one do you make those up,casual,en,-2.4
It is not as bad as getting a root canal.,neutral,en,-1.4
Around 25 lakh people live in areas where Maoists are now having a free run.,neutral,en,0.8
And nothing is done.,neutral,en,-0.4
1. Mark down March 11.,casual,en,-1.8
Cuyahoga County Coroner Frank Miller identified two bodies as black females and said one had died of a violent death ruled a homicide.,formal,en,1.4
"Little Sally Draper (Kiernan Shipka) is a ""Patty Duke""-era girl - indeed, ""Mad Men"" is currently set during the month ""The Patty Duke Show"" premiered in 1963 - and on a ""Patty Duke""-like show, she'd just be a lispy Shirley Temple doll with a crush on Daddy.",neutral,en,0.8
U are the boss and don't forget it.,casual,en,-3.0
"Ahead of the release of new findings from Queensland's Crime and Misconduct Commission on illicit drugs, intelligence director Chris Keen confirmed that cocaine use ""is more prevalent over a wider range of demographics"".",formal,en,1.8
If I had to guess I would think you are not pregnant.,neutral,en,-0.6
Continue Reading,neutral,en,-0.6
The three attackers also died.,neutral,en,0.4
"I learned many things about reading, was reassured that we're on the right track at my school, and made some super contacts among other teachers.",neutral,en,-0.8
"ya, but I never go on there.",casual,en,-2.8
You want A's.,casual,en,-1.8
my hair grows relaly quickly.,neutral,en,-0.6
The police called from the town he was working in.,neutral,en,-0.4
"When guests come to your wedding, they're already bringing you a gift.",neutral,en,0.0
"6:13: So far, we've had a mummy, a cowboy, a ladybug....",casual,en,-1.8
The thick pencil?,casual,en,-1.8
log file or may not.,neutral,en,-1.4
Fantical Islam is not going to stop until they kill every infidel.,neutral,en,1.0
israel has no right to bomb the innocent civilians of palestine and lebanon.,neutral,en,-0.2
Good thing you don't have a twin.,casual,en,-1.4
"Unlike a lot of other people, I don't consider myself a Costco fan (I was surprised to find both an ilovecostco.com site and a fan page on Facebook) simply because the company has no store within a reasonable driving distance.",neutral,en,0.0
Just give a deeper thought to the concept.,neutral,en,1.8
Perhaps that's because Lauren Conrad offers something very essential to her shows.,neutral,en,0.8
There is an expectation that they will pay a nominal lease for the next 2.5 years.,neutral,en,1.4
:) contact me anytime,casual,en,-2.6
She way funnier and really smart.,casual,en,0.6
God is the creater of all things!,neutral,en,-0.2
The elderly people who are so very afraid for their grandchildren and great grandchildren.,neutral,en,-1.2
sounds crazy but works,casual,en,-2.4
i LOVE it!,casual,en,-2.0
"And The Mail on Sunday understands that Tony Blair's former spin-doctor Alastair Campbell - said to be the inspiration behind Malcolm Tucker, the tyrant played by actor Peter Capaldi in the BBC2 satire The Thick Of It - has taken on an increasingly influential role at No10.",neutral,en,1.0
they can still tape after that if he has enough time available.,neutral,en,0.6
"Under the guidance of Qian, also known as Tsien Hsue-shen, China finished the blueprint on developing jet and rocket technology.",formal,en,0.2
"""That's what we're stressing right now,"" Pierce said.",neutral,en,-0.6
"Under the NRC's present budget limitations, it is reasonable to expect that the Commission's decision to absorb the added expense of the present KI policy could lead to a reduction in FTE's or negatively affect agency programs.",formal,en,2.4
"ORHS is going thrugh it now, but from all I can perceive the district is out for the quick fix, chop off the principal, instead of really trying to assist the students and dig to the bottom to find the truth.",neutral,en,1.0
I just call him by his name.,neutral,en,-1.8
"When I found that shirt, I knew I had to have it!",casual,en,-1.2
"They're selling, too.",casual,en,-2.2
I completed my masters degree in Emotional Hadicaps in 1999 under the critical teacher shortage program.,formal,en,2.4
get a longer snake,casual,en,-2.0
trim off the bottom 1/2 inch of the stalk.,neutral,en,0.2
actually i agree to an extent xx,casual,en,-2.4
Durga pandal in New Delhi.,neutral,en,0.5
It's age discrimination.,neutral,en,-1.2
"By a majority vote the Board has recommended to Governor Bush that David Moore be appointed to take the place of Sonny Vergera, his replacement.",formal,en,2.25
Large breeds of dogs tend to get parvo more often than smaller dogs.,neutral,en,1.4
"The spectacular flameout of the Scozzafava campaign, with the GOP rank-and-file providing both the torches and the fuel, inspires this observation:",neutral,en,0.4
"""And now, since working here, I know why the reconstruction work is so important, so that we don't forget, and that's what motivates me when some people say our task is hopeless and leads nowhere.""",neutral,en,0.8
There is no real difference.,neutral,en,-0.2
"Barely 12, with large brown eyes and stick-like arms, Fandi is 3 years older than his brother -- in his eyes almost a man.",neutral,en,1.0
Definitely Rush - both physically and mentally.,neutral,en,-0.8
"yep, your body chemistry is reacting to his seminal fluid.",neutral,en,-1.6
Both have typically mediocre Americanized menus.,neutral,en,-2.0
"While the interviews are not statistically significant enough to provide a meaningful idea of how the election will play out Tuesday, they do provide a voter's view of an unusual mayoral race.",neutral,en,1.8
One is sad and one is kinda funny/effective.,casual,en,-0.8
Critical Resistance Organization - VICTORY!,neutral,en,-1.5
"Al Sharpton is a racist ""nappy headed"" extortionist.",neutral,en,-1.4
"The iMac ships in a simple box with styrofoam corners, including just a power cable and an accessory box that holds the keyboard, mouse, an introductory booklet, a screen wipe cloth, install and restore DVDs, stickers and regulatory information.",neutral,en,0.2
"Finance Minister Yoon Jeung Hyun said full-year economic growth is possible in 2009, compared with a previous government forecast of a 1.5 percent contraction.",formal,en,1.4
Hastings noted Chaudhry's disability from his military service as well as his service as a volunteer firefighter in Yakima and volunteer work with the Red Cross youth program.,formal,en,1.0
"Unlike any of the other candidates, Bob has broad experience in all aspects of criminal and civil law.",formal,en,0.4
"""I really think that someone just hasn't looked at the whole picture.""",neutral,en,0.2
These are all great!!!!,casual,en,-1.8
"I don't know what I have to offer, Governor, but this I promise, I'll give you all I got.",neutral,en,0.0
Have you had any grief counseling?,formal,en,0.2
My daughter is 14 months old now and we are doing fine.,neutral,en,-0.6
"""Teachers know for many students there is no other way to get to school.""",neutral,en,-1.0
Similarly pulling down the status bar or - a common Android trouble point - pulling up the launcher menu can be a lumpier experience than you'd expect from the smoothness of the rest of the system.,neutral,en,-0.4
"""They're just so beneficial right now. It's a luxury right now. It takes so much pressure off us.""",neutral,en,-1.6
These contractions form S - shaped curves that move down the body of the fish.,formal,en,2.4
"The short counter - point to this and the statement ""the physical and biological performance measures and targets used to evaluate"" is that no system - wide measures and targets have been set, thus no numerical evaluation is possible.",formal,en,2.2
"Today's younger demographics don't necessarily find the idea of dividing into us and them, or gay and straight, or black and white, as compelling.",neutral,en,0.4
Its hard to think that he only want it for money?,casual,en,-1.8
"""If it wasn't, I wouldn't support it.""",neutral,en,-0.6
"As of today, it appears that your attendance may not be possible.",formal,en,1.5
Mitosis is the even division of DNA into two daughter cells.,formal,en,1.8
That is part of our make up.,neutral,en,1.6
no he could be serious about wanting to get back together.,neutral,en,-1.4
There we go!,casual,en,-2.4
"For Mazen Hammad, who works for the Ministry of Health, his garden was a refuge from the violence.",neutral,en,1.0
That's seriously funny...,casual,en,-1.2
Madoff replied that he had already provided it to a top agency official.,neutral,en,0.4
I'm sure you will tick off alot of libs with this one.,casual,en,-1.8
I hope you get infested.,neutral,en,-2.2
"The handles crossed at his chest, he pushed outward, propelling the boat forward, lifting the oars from the water as he felt it surge forward.",neutral,en,-1.0
He really enjoys them.,neutral,en,-0.2
GO TO DOCTORS.,casual,en,-2.6
i.e. The unborn baby that is a current and front page news/gossip issue - well:,casual,en,-1.3333
Get them all day every day by clicking here for Twitter alerts of each Ticket item.,neutral,en,-1.4
"We anticipated a savings of 5%, but obtained a 20% savings in DME, although one winning bidder had to be disqualified.",formal,en,1.8
FINES WILL BE IMPOSED ON CARRIERS WHO BOARD TRANSIT PASSENGERS WITHOUT PROPER DOCUMENTATION.,formal,en,2.2
"Locke and Morales never appeared on his radar, Pass said, and Brown's many mailings to his home grew tedious.",neutral,en,2.0
My 13-year - old daughter remained in a semi - catatonic state until saw her father again.,neutral,en,-0.25
* Q: Wha?,casual,en,-2.6
"""Overhauling those motors without any replacement parts was a terrible job,"" one of the few to escape that nightmare later remembered.",neutral,en,1.2
"If you experience any problems receiving this information, please e - mail the return address provided, herein.",formal,en,2.75
"And the companies usually pay for ads on a ""per impression"" basis.",neutral,en,1.4
Just look around the world today.,casual,en,-1.25
"Solids r 3 kinds, 1.",casual,en,-3.0
"Go see ur dermatologist, he / she should be able to help!",casual,en,-2.0
cute little dog sweater for winter = $20.,casual,en,-0.6
"But the political argument against focusing on the deficit is even stronger than he realizes - because there are very good odds that even if Obama exhibited iron fiscal discipline, voters wouldn't notice.",neutral,en,1.0
"At the end of the pipe, jump and fly towards the USGA $sign.",neutral,en,-0.4
"that would offend me, then i woulnt b much of a guest",casual,en,-2.2
No rail / road from Lanka to Ayodhya.,neutral,en,-0.6
"But a very few were rich kids, most were your average American.",neutral,en,-0.2
That's a wrap for another week!,casual,en,-1.2
"She goes greener by purchasing Brooklyn-made soaps wrapped in vintage magazines (oh, the joys of recyclables!).",neutral,en,-0.2
Place a chocolate drop in center of each.,neutral,en,0.8
"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip.",formal,en,-0.2
"we know the how to something, rarely the why.",neutral,en,-0.4
When I was a kid I was very shy around everyone.,neutral,en,-1.5
I've used ginger on many cruises as well as during my pregnancy.,neutral,en,-0.6
a gift card is always the best.,neutral,en,-1.0
"What difference indeed,we all are going to have to cross the other side some day to give an accounting of ourselves.",neutral,en,2.0
n hence helping in the healin process.,casual,en,-2.0
"Your `friend 'is a human leech, she's scum.",casual,en,-2.2
Are you serious??,casual,en,-2.0
"In hindsight, I probably shouldn't have done it.",neutral,en,-0.4
All the video from the L.A. rehearsals and the London concerts was to be fashioned into a blockbuster theatrical release which promised to bring in countless millions more.,neutral,en,0.4
tell her to get off his d i ck and find her own man,casual,en,-3.0
"Yahoo CEO Carol Bartz was in fine form this week, telling the crowd assembled for the company's analyst day that after only 14 years, Yahoo had ""somehow got boring,"" declaring its 6 percent operating margin as ""pathetic"" and announcing the start of ""good times"" that will leave those bad old times (hello, Jerry Yang) in the past.",neutral,en,0.6
Why don't you get a life?,casual,en,-3.0
"Quite a bit, actually.",casual,en,-2.2
"I don't believe, so.",casual,en,-2.0
But I didn't have the nerve.,casual,en,-1.0
And O ye Believers!,casual,en,-1.75
Yo le deje un voice mail dejandole saber que iba a someter su nombre.,neutral,en,0.0
how old is he?,casual,en,-2.0
The Southern African Development Community (SADC) delegation that was in Zimbabwe to consult with members of the national unity government will recommend the convening of an extraordinary summit soon.,formal,en,0.8
"U.S. Citizenship and Immigrations Services spokeswoman Sharon Rumry in San Francisco declined to talk about Chaudhry, noting that the agency does not comment on open cases.",formal,en,1.0
When one female has the painters in just use another one and continue.,neutral,en,-0.8
its easy to pull off and change before it gets to bad,casual,en,-1.4
"But, it wasn't without intrigue.",neutral,en,-1.25
Wildlife was plentiful.,neutral,en,1.2
Pray about it.,casual,en,-0.6
