text,label,lang,score
"This definition, like others, spans the whole range of maware - related programs.",formal,en,0.8
Why do we know this?,casual,en,-1.6
tell him repeatedly that big boys sleep in their own beds.,casual,en,-2.6
dooney and Burke.,casual,en,-1.5
"it doesn't deserve you anyways.""",casual,en,-2.6
"That urge to be unencumbered by predefined roles drives most of the youth drama in ""Glee,"" as the students learn - with the guidance of teacher Will Schuester (Matthew Morrison) - that they can be whatever personality hybrid they desire.",neutral,en,-0.4
Water is clear.,neutral,en,-0.2
Go to the division of family services and request a paternity test.,formal,en,1.4
October was the deadliest month of the war for U.S. forces with at least 57 American deaths.,formal,en,1.4
"use apple ITunse, go to http://apple.com and download the lastest version",casual,en,-1.0
06/23/65 - Murders Lonnie Trumbull and seriously injuresroommate Lisa Wick in their Seattle apartment.,neutral,en,0.2
The fight might just move outdoors.,casual,en,-0.8
"They first approached the Bronx center, which encompasses the New York City region.",formal,en,1.0
Chicken bones won't go down the drain.,neutral,en,-0.4
The program is planned and implemented by parent volunteers.,formal,en,0.8
I have a few tricks up my sleeve!,casual,en,-0.6
"Its allmost like there is more at stake here than what we can see in the natural, and more of a spiritual conatation.",formal,en,0.6
Some said his constant traveling had left the city without a captain - a big problem as the city copes with its worst financial outlook since the Great Depression.,formal,en,0.8
"Yes, I'm a feminist.",formal,en,0.6
"However, Abbas spokesman Nabil Abu Rdainah, speaking from Abu Dhabi where Abbas met Clinton earlier on Saturday, said there could be no change in the Palestinian position:",formal,en,1.4
Essentially the ACE Index approximates the total energy of a storm from its intensity and duration.,formal,en,0.6
REASONS FOR THE COLONIES Economic motives prompted colonization in Virginia.,formal,en,2.25
Mata Bond: The collection that's about to be auctioned.,formal,en,0.6
I wouldn't do anything to risk the health of my child.,neutral,en,0.0
"I'd hazard the guess that there are plenty more women in America (and, for that matter, in the GOP) that see the world as DeDe Scozzafava does, rather than as Michele Bachmann does.",neutral,en,0.2
"The brother of Rachel Chandler, Stephen Collett, told the Observer the Foreign Office was doing an ""excellent"" job.",neutral,en,-0.4
No - sorry - I had someone come in the office and I accidently hit return which went to you!,casual,en,-1.75
"Kind, warm, funny, gentle but strong mentally and emotionally.",neutral,en,0.4
mail beta: http://advision.webevents.yahoo.com/mailbeta/ Messenger 8.0 beta: http://messenger.yahoo.com,casual,en,-1.5
"The school doesn't want to lose football, but they don't mind losing French teachers.",casual,en,-2.0
"when required to run a java script, your PC would not run correctly.",formal,en,1.4
"Don't get me wrong, there can still be a ""fourth wall"" during a live concert or video, but real, meaningful connection with the fans is what keeps me in their heads after the show's over (heck, even your ""character"" can interact with fans in-character).",neutral,en,-0.2
"Utah and South Dakota top the list of states where residents have the most faith in their neighbors to return a lost wallet with $200 in it, according to a Gallup analysis of data collected around the country between January and June.",formal,en,0.8
Then tell them your impute will be needed for their performance evaluation.,neutral,en,0.0
"Today, there is still room for improvement.",formal,en,1.4
Take classes and audition like mad.,casual,en,-1.4
The seven aspirants for M.J. Khan's seat reflect that diversity.,formal,en,0.6
"The 2002-03 state budget is a tight one, so new budget issues and government programs received great examination.",formal,en,1.6
I wish it was day time!,casual,en,-1.8
Once in a while.,casual,en,-2.25
It's a very easily transmissable virus.,formal,en,0.6
An Ohio assembly plant voted yesterday and another Michigan factory votes today.,formal,en,1.2
"A new documentary -- Waco: The Rules of Engagement infrared photography, FBI snipers killing the Davidians by shooting through the back of the church, where no media cameras were allowed.",formal,en,1.2
"We are prepared to begin the implementation of our plan on February 1, 2003, provided that the necessary operational agreements can be concluded.",formal,en,1.8
"As stated before, we did not choose to live with trailers, especially ""used"" ones, in our backyard nor next to an expanding school of 400 students with an additional 19,000 square foot proposed gymnasium in a residential neighborhood; therefore, we are strongly against your approval of this entire project and its phases.",formal,en,2.2
"Thanks to Pete Sessions NOT Doug Hoffman, there is new inspiration for a third party movement to challenge the GOP - a movement that will only help the Democrats.",neutral,en,0.0
"I suggest making calls to Anne Klee at Interior and Jim Connaughton at CEQ and ask them to encourage Secretary Norton and Andy Card to weigh in with Hastert, Young and Pombo.",formal,en,1.6667
"""He made more impact in six years than anybody had ever made in such a short time in the collector car business. And possibly more impact than anyone who collected over 20 years.""",formal,en,1.0
REPUBLICANS QUESTION FIGURES,casual,en,-1.6
And it worked.,casual,en,-0.6
"""This is where we have our relaxation,"" he said, speaking English.",casual,en,-1.2
"I was treated worse than a criminal and I was forced to dress in front of woman Warren County Sheriff Deputy, which is a clear violation of my Civil rights.",neutral,en,0.0
Corduroy pillows: They're making headlines!,casual,en,-2.2
Please seek medical advice before undertaking any strenuous exercise.,formal,en,1.8
What do you think?,neutral,en,-0.2
"Caltrans officials said the problems had been solved, but they have yet to make the final sign-off.",neutral,en,0.2
put < center/ > before the block of text you want centered.,neutral,en,-0.4
"""It depends on the emerging circumstances such as the efficacy and availability of the vaccine and the spread of the virus.""",formal,en,1.0
"Tugged by her story, he and his staff joined Hebert in knocking on government doors and making calls.",neutral,en,0.2
That's nonsense.,neutral,en,-0.2
"All 14 of the tanks will be used by the chemical steam generators units that will be installed on the A-3 stand for creating simulated altitudes of up to 100,000 feet, a testing environment for Constellation, initially to validate the performance of the J2-X engine for the upper stage of the new Ares I launch vehicle.",formal,en,1.4
The illegals scream racism when we try to throw them out.,casual,en,-2.2
As we start to implement the new federal reform legislation it is going to be imperative that we again spend the money it takes to educate voters.,formal,en,2.0
"Likely purchasers are expected to come from the US, Australia or the Middle East.",neutral,en,-0.4
She refuses to limit herself.,casual,en,-1.8
1898 Edwin Prescott patents the roller coaster.,neutral,en,0.2
Krishna is not supposed to have a limiting definition.,formal,en,1.4
I think I've seen a compilation of the Diablo games at Walmart.,casual,en,-1.0
"The essence of these crimes is that they were young and reckless, that they lacked faith in themselves or in their economic opportunities.",formal,en,1.8
I am sorry you have to go through this.,neutral,en,0.2
"Netanyahu has proposed limiting building for now to some 3,000 settler homes already approved by Israel in the West Bank.",formal,en,0.6
Two Tibetans were executed earlier this week for their roles in the riots.,neutral,en,-0.4
Do they form colonies?,formal,en,1.2
"There's*no*Gods,* no*wrath.",casual,en,-1.4
"Ross was identified by her uncle, Sam Che, who said their family emigrated to Southern California in the mid-1980s from Cambodia.",neutral,en,0.2
just ask him straight to the face what he needs.,casual,en,-1.75
"Saleh said eight people had been arrested for their roles in the attack, including an Afghan imam who was apprehended when he arrived by plane in Jiddah, Saudi Arabia.",formal,en,1.2
hmm... i hope not.,casual,en,-2.4
"For Mazen Hammad, who works for the Ministry of Health, his garden was a refuge from the violence.",formal,en,1.0
"If you are considering widespread change, this is the time, sooner is always better than later.",formal,en,1.0
"Hello, Echofon.",casual,en,-2.4
I really enjoy attending the weekly meetings.,neutral,en,0.0
"The music industry, as the one that has suffered most of the carnage, is ripest for change.",neutral,en,0.4
"In order to get the job done, everyone has to work together.",formal,en,1.4
I am the maha jiva atman the world has awaited.,neutral,en,-0.4
"As they got closer, they found it was an Iraqi soldier.",formal,en,0.8
"After she did so, the company wrote back saying it was reorganizing the department and would get back to her.",formal,en,1.2
Blank essays or those which are considered off - topic are given a score of zero.,formal,en,1.8
That is normal.,neutral,en,0.0
Who will live?,casual,en,-2.0
"Just Another Dream, Cathy Dennis 88.",casual,en,-0.8
"Season 3 will definitely not air until 2007, though.",casual,en,-0.8
"As a citizen of Gainesville, FL, I urge you to STOP the Ichetucknee Cement Kiln.",formal,en,1.25
Is it if he wants something or wants to keep you sweet?,casual,en,-1.4
Good luck in your decision making.,formal,en,0.6
"my wallet, your wallet, everybody else's wallet",casual,en,-2.4
linkshare is one.,casual,en,-1.5
Cut yourself some slack and keep up the good work....,neutral,en,-0.4
"Instead, the attackers struck just before dawn.",formal,en,0.8
A heating pad may also help.,neutral,en,0.0
Brandi Langford will be in touch.,formal,en,1.0
The CJI enlarged his initial discreet inquiry when many charges were made against Justice Dinakaran but he bluntly denied the Collector's report on land grabbing.,formal,en,1.6
Just try to stay in a combo for the entire run.,casual,en,-1.0
I hope you get infested.,casual,en,-2.2
"and his starting pay is $2,013,000 a yr.",casual,en,-1.2
"I was advised that this would have been an Invitation to Negotiate, which would have avoided this advice to me, and I could have submitted the information as I would have liked to.",formal,en,1.4
Thank you very much for taking the time to write to the Florida House of Representatives.,formal,en,2.0
"The Gouverneur resident said she thinks she will receive more than 20 percent of the vote, based on several factors, including her performance during a Thursday debate.",neutral,en,0.4
"Betty, thanks for writing.",casual,en,-1.8
"Hubbard doesn't deny Salem offers better business opportunities, particularly around Halloween.",formal,en,1.0
Drug Arm counsellor Richard Norman said it was no surprise that cocaine is becoming more accepted in the suburbs.,formal,en,1.4
"When the pigeon catches on to that, the reward is given for larger movements to the left, and so on, until the pigeon has turned a complete circle before getting the reward.",neutral,en,0.4
"it relieves ivy, oak, sumac, and POISON IVY.",casual,en,-0.8
We will be briefing Wayne McDaniel on Wednesday of next week.,formal,en,1.4
"The proposed reserve will protect a wide range of habitats (including seagrass beds, coral reefs and pinnacles, spawning grounds, and hardbottoms) and will conserve areas of highest biodiversity, thereby meeting important environmental goals.",formal,en,2.8
"Ya, a golden retriever.",casual,en,-2.6
I am so proud of you and our state.,neutral,en,-0.5
More like flirting.,casual,en,-2.4
WARNING: This podcast has been known to kill people.,casual,en,-0.6
"and job died, an old man, and full of days.",casual,en,-2.6
Lindt is about the best of the bunch.,neutral,en,-0.4
did you forget to type the actual question?,casual,en,-0.8
Use more polite or cordial tendencies.,neutral,en,0.4
i hope they understand!,casual,en,-1.6
My 13-year - old daughter remained in a semi - catatonic state until saw her father again.,neutral,en,-0.25
lol hybernate mode!!!!,casual,en,-3.0
Just have another drink.,casual,en,-1.6
At least spell their names right.,casual,en,-1.2
"Inventories at wholesalers in September probably dropped at a slower pace, a Commerce Department report on Nov. 6 is expected to show.",formal,en,0.8
"""There are plenty of reasons to be suspicious of the records elsewhere that rely exclusively on satellite data,"" he said.",neutral,en,0.4
"""The men are happy at long last to be free,"" one of the lawyers, Eric Tirschwell, said.",casual,en,-0.8
Drugs charities were also critical.,neutral,en,-0.2
# Fear is not the only emotion Chuck Norris can smell.,casual,en,-0.6
Is she over 1 year?,casual,en,-1.8
"Asked about the damning report of the Tiruvallur collector's report about alleged encroachment of 197 acres of land by him in Kaverirajapuran village, Justice Dinakaran had said that ""the collector has got his facts wrong"".",formal,en,2.0
"Maoists accuse the government of trying to push tribal groups off their land to gain access to raw materials and have sabotaged roads, bridges and even an energy pipeline.",formal,en,1.8
that's bull****!,casual,en,-3.0
"Many days, the boys arrive at school tired and sweaty after a hard row.",neutral,en,-0.2
The State Department has open reports of 954 U.S. citizen children being taken into Mexico by a parent.,formal,en,1.2
"He was named Siddhatta which means ""Wish fulfilled"".",formal,en,0.6
It sounds like he's just wanting to be a thorn in her side.,neutral,en,0.4
"Senior citizens will bear the brunt of ""savings"" that are supposed to partially pay for the bill, with $500 billion in Medicare cuts.",neutral,en,-0.4
Simply because of the format of a test.,neutral,en,-0.4
"Dogs will masturbate, as will horses.",casual,en,-1.2
"9. Since the installation of the internet on Defendant's computers, the Defendant's libraries have been and are now the resort of lewd, immoral and dissolute men and boys who come to the libraries for illegal and immoral purposes.",formal,en,2.0
# Chuck Norris uses tabasco sauce instead of visine.,casual,en,-1.2
"Nobel Prize- winning economist Joseph Stiglitz said yesterday that emerging economies including China need to guard against ""bubbles"" caused by the surge in liquidity as governments around the world try to stimulate growth.",neutral,en,0.2
Any new route would be north and west of the original plan.,formal,en,0.8
so it shows up better on 98% of clean cars =),casual,en,-2.4
"Finally a search of the land around the house turned up yet another grave, containing a sixth body.",formal,en,1.2
This is the flip side to the potluck idea.,casual,en,-0.8
"""You might lose them.""",casual,en,-0.6
It launched streaming through Microsoft 's (Nasdaq: MSFT) Xbox Live a year ago.,neutral,en,0.4
TELL HIM YOU LOVE HIM!!!!!,casual,en,-2.6
* To be or not to be?,neutral,en,-0.2
He doesn't say.,casual,en,-2.0
"If love is blind, why is lingerie so popular?",casual,en,-1.6
i like the Revo 3.3 Haven't bought one....,casual,en,-2.2
Yet look at what just happened.,casual,en,-1.4
"Try this: Go to a mirror, and face it.",casual,en,-1.2
"Hebert called police, lawyers and detectives, she recalled, and to this day is on a first-name basis with them.",neutral,en,0.0
"The search for a new Director is underway and the Board has identified a laundry list of ""core competencies"" that no one can possibly possess but the glaring one not listed is ""Demonstrated Financial and financial systems management"" or an emphasis on financial controls and accountability.",formal,en,2.5
Will she pay a price for this?,casual,en,-1.2
Why do some of the enemies look like that guy in the Tool video?,casual,en,-1.8
Pretty Ricky because they have pretty voices,casual,en,-2.4
Jeb Bush has stressed the importance of FCAT testing and the facts that children will not go forward if they do not test well.,neutral,en,0.25
"Love Is A Wonderful Thing, Michael Bolton 50.",neutral,en,0.0
yup I made it up 2.,casual,en,-2.6
It's best to cancel the old one also while doing this https://edit.yahoo.com/config/delete_user,neutral,en,0.0
"""I believe the people in Washington, and the overwhelming response that I've been getting nationally from individuals, is showing that a lot of people feel like it's time for the Republican Party to go back to its base.""",formal,en,1.2
Good Blast from the past...,casual,en,-1.8
"It can be created on hair that is ""day old"" or older.",formal,en,0.6667
"""But we don't track trophies. [That analysis] is done by gut. We do tons and tons of playtesting, so we get a feeling for what players do, what they don't do, what they like to do and what we should encourage them to do. But we develop that from playtesting.""",neutral,en,-0.4
"Yeah, about 6 months.",casual,en,-2.8
"But traditional agriculture began to fall apart in the 1960s after Yemen was flooded with cheap foreign grain, which put many farmers out of business.",neutral,en,-0.4
Rocco: Anybody*you*think is evil?,casual,en,-2.0
A drummer What does a timpanist say when he gets to work?,casual,en,-2.0
The new rules were signed Friday by the director of the Department of General Administration.,neutral,en,-0.2
Your past record indicates that you have been a strong advocate for patient rights.,formal,en,2.0
You are young and mobile.,casual,en,-1.2
Bradford said he can focus intently on better policing and save money in the Police Department.,formal,en,1.2
"Spokesman Robert Wood says the two will meet with members of the government as well as the opposition, including Aung San Suu Kyi.",formal,en,0.6
Make sure there are enough embers to produce flames from the charcoal.,formal,en,1.2
"""Ditty"" by Paperboy (kinda old school, but a classic)",casual,en,-1.8
"Elsewhere is real, but not every instance of it is true.",formal,en,1.0
"Change is undoubtedly coming, spurred on, predictably enough, by economic stress, and to my eye the Reed Smith experiment looks like it makes a good deal of sense.",formal,en,1.6
"Don't watch the show, but maybe the ones you missed are here.",casual,en,-2.8
The United States does not have a national missile defense.,formal,en,1.2
I hate these abbreviations not used in medicine.,casual,en,-0.8
"Six consecutive games decided by seven points or fewer were a school record for Notre Dame, which didn't put away Boston College last week until an interception in the final two minutes.",formal,en,1.6
"Al Sharpton is a racist ""nappy headed"" extortionist.",casual,en,-1.4
58)(tie) Costain Coal Inc. Type of Crime:,neutral,en,0.5
The money can then be withdrawn to cover qualified medical expenses tax - free.,formal,en,1.6
sion is prohibited by law.,formal,en,0.8
The long-frustrated reform groups were motivated to take the best deal they could get in the wake of ex-Gov. Rod Blagojevich's Dec. 9 corruption arrest and subsequent impeachment.,formal,en,0.8
"""So the one million dollar deal automatically became a 10 million dollar deal,"" Jones explained to me.",neutral,en,0.4
Just as important is how difficult the trophies are to earn.,casual,en,-1.4
I love dark chocolate,casual,en,-1.2
Nowadays parents come up with funny names.,casual,en,-1.8
This man did everything he could.,neutral,en,-0.4
"HBIF, which is a non - profit organization, provides bilingual services to help people start their own businesses, help struggling business owners who are at risk of closing their doors, and help successful business owners expand their businesses.",formal,en,2.4
That is something only you can do. Perhaps you should speak with a therapist.,formal,en,0.6
"The abovementioned actions violated Florida Statutes 800.03, 847.0133 and 856.02.",formal,en,2.0
Dennis Hartnett Whippoorwill Blvd.,neutral,en,-0.3333
Not big church wedding.,casual,en,-2.0
C6H12O6 +6 O2 --------- > Energy + 6O2 +6 H20,neutral,en,0.0
Ministers say they want a better deal for the consumer with an invigorated mortgage market and more competition.,neutral,en,0.4
"Also running are J. Brad Batteau, Kenneth Perkins and Donald Cook.",formal,en,1.2
GREAT PIECE IN THE WASHINGTON POST!,casual,en,-1.6
It's age discrimination.,casual,en,-1.2
"Clinton said the offer that the Israeli government is making on settlements is ""unprecedented.""",formal,en,1.6
of assistance with the situation.,casual,en,-1.0
"""It would be possible to inflate graduation rates and reduce your dropout rate,"" said Mr. Tobias, who is now an education professor at New York University.",formal,en,2.5
12 years is prime anger & tantrum time.,casual,en,-1.2
"At The Simple Dollar finance blog, a reader wrote to ask how having a pocket notebook at all times might save them money.",neutral,en,0.4
"""The much-hyped climate talks scheduled for Copenhagen in December may be a failure before they've even started, according to United Nations climate change guru, Janos Pasztor.""",formal,en,0.6
"if he is gulping his food, then feed him on a cookie sheet.",casual,en,-1.6
The Canadian Defense Department said the casualty was a 24-year-old Canadian national killed in a bomb blast outside the southern city of Kandahar on Friday.,neutral,en,0.2
Behavioral ecologists study the behaviours of individual organisms as they react to their environment.,formal,en,2.2
"""We collectively feel strongly in the state that we have a good thing going, and that the federal government has been a partner . . . and we want to make sure that continues.""",casual,en,-1.0
"""We would also hold a Competition Commission inquiry into the banking market.""",formal,en,0.8
"And, of course, he uses social media to connect as much as possible:",neutral,en,-0.2
Got you now.,casual,en,-2.6
I have that when the roots of trees grow into the sewer line.,neutral,en,-0.4
Greenland is a dependant territory of Denmark.,formal,en,2.4
Did you see my latest update?,casual,en,-1.2
Remember those unhappy with school board members may voice their feelings at election time.,formal,en,0.75
You'll just know.,casual,en,-1.6
"During the man-made satellite project, when everyone else was not sure that the satellite would work perfectly in space given the limited testing facilities, Qian researched piles of documents and papers and wrote, ""In my opinion, the satellite is done.""",formal,en,1.8
"""This never happens. It's a vote of no confidence in the bargaining committee and a vote of no confidence in Ford,"" said Gary Chaison, a labor professor at Clark University in Worcester, Massachusetts.",formal,en,1.6
"The state has little authority outside the capital, Sana.",formal,en,0.8
You'll need the licence plate and VIN number.,formal,en,1.2
thank you for writing.,formal,en,1.2
so many times have u asked this question?,casual,en,-2.6
I heard about it.,casual,en,-1.6
"""Freee mah nigga ... F- dem snitches,"" reads one of the more prominent comments posted by a friend.",casual,en,-1.2
One McManus format seemingly set for the scrap heap is Are You Smarter Than A Fifth Grader?.,neutral,en,0.0
Eau de Toilette Spray from Fredericks of Hollywood,neutral,en,0.0
"Hanging on to whatever he knows and leaking info out in droplets could maybe, possibly, profoundly scare the shit out of Sarah Palin and her oft-projected 2012 run's potential.",neutral,en,-0.4
"Mussolini called his Fascist Italy, the ""corporate state"".",neutral,en,0.4
The patients include pregnant women and those with conditions such as asthma and diabetes.,formal,en,1.0
Which is why I was interested in Uncharted 2 as an example of developing for trophy support.,casual,en,-1.2
"The IAEA, an independent and separate organisation, inspects nuclear plants worldwide and is based in the building next to the CTBTO in Vienna.",formal,en,1.0
"""As awful as this attack was,"" Leonhardy said, ""just maybe it can represent a teachable moment. If people pay attention.""",formal,en,1.0
"If you don't mind the bang, don't worry about it.",casual,en,-2.0
"Baker also pointed out that of the 6,000 cases reported by the U.S. Department of Education of juveniles bringing a gun to school over the last two years, there have been only 13 prosecutions nationwide.",formal,en,2.4
"In rural areas, farms often have dozens of semi - feral cats.",neutral,en,0.2
There is no rule that says you have to serve an entire meal.,formal,en,0.8
No that is not in good taste to have guests pay for their meal.,neutral,en,-0.2
3 months was too much for me.,casual,en,-0.8
"""While the U.S. has been jumping up and down and saying 'Aha, bad, wicked Swiss banks,' the U.S. is doing exactly the same things as far as non-resident bank account holders,"" said Sarah Lewis, executive director of the group, based in the U.K.",neutral,en,-0.4
"""I haven't seen many tell-all books come out after the Olympics, not in any country, much less in China,"" said David Wallechinsky, the author of several books about the Games.",formal,en,1.8
Centrioles: Help to organise the pairs of duplicate chromosomes before cell division.,formal,en,1.4
It's like asking for money instead of a present.,casual,en,-1.4
"Under current Treasury forecasts, expenditure will rise next year by 30 billion to 700 billion.",neutral,en,-0.4
"Yes, unfortunately that picture depicted is very true.",formal,en,1.0
Caltrans plans to increase routine inspections of the bridge and the repair.,formal,en,1.2
Your kids have trained you to let them get away with this stuff.,casual,en,-1.6
"No, seriously the answer is E",casual,en,-1.4
Removing a large chip is certainly a good idea.,neutral,en,0.4
"ValueAct, a nine-year-old firm that invests roughly $3.5 billion in undervalued securities, said it has been cooperating with the SEC since the agency began probing Yee in 2008.",neutral,en,0.4
"Standing on the sideline without pads, Allen watched Notre Dame get their most convincing win since routing Nevada 35-0 in the season opener.",neutral,en,0.4
"Mr Abdullah has set for holding a relatively fair and free contest to be accepted, is sacking of the head of the country's Independent Election Commission (IEC), Azizullah Lodin.",formal,en,1.6
But I order mine without cheese - can 't handle the two slices of cheese.,casual,en,-2.0
"Luckily, Jay and Alicia didn't have any stages crashers this time around.",neutral,en,-0.4
"United States military policy is, on one level, about brave men and women serving in uniform in difficult environments out of a sense of duty, honor, and patriotism.",neutral,en,0.2
"Another round of visa revocations, this time targeting families of de facto government officials, was also being threatened, a senior State Department official said.",formal,en,1.6
The transfer of the pad from the Space Shuttle Program to the Constellation Program took place May 31.,formal,en,1.0
Insiders say that while Newsom is unlikely to run for another statewide office - a bid for lieutenant governor had been rumored for months - he shouldn't be considered a lame duck at City Hall.,neutral,en,0.4
It rotates when the page is loading and stops when it is done.,formal,en,1.6
Powerful energy Vermont plan for 'smart' meters getting $69M: A Vermont plan to install electricity smart meters and other technologies to improve energy efficiency and reduce energy costs will receive nearly $70 million in stimulus money.,formal,en,1.6
Aww that's sweet.,casual,en,-2.0
Available from good chemists.,formal,en,0.6
"That, Erekat said, is evidence that Netanyahu has ""no interest"" in continuing negotiations.",formal,en,0.6
I am confident that Everett would serve you and and all of Florida well.,formal,en,1.0
(no offence meant),casual,en,-2.2
"Yes, your guests will be offended and rightfully so.",formal,en,1.2
Studnitz is now considering a lawsuit.,neutral,en,0.0
I really think this is something that needs to be looked at by you and your staff.,formal,en,0.8
No. I thought it was best to share internally first.,casual,en,-1.6
m'm allergic to cinnamon: (,casual,en,-2.0
"When that happens, it's a no - win situation for everyone.",neutral,en,-0.2
Cut into little squares and pour into a bowl.,formal,en,1.0
The tittle bar of this leeter has been altered by the computer scanner somehow.,casual,en,-2.2
Never use alcohol it leaves a film!,casual,en,-1.2
when you ran out of 7 dominos.,casual,en,-1.2
"Falsification of the arrest report resulted in a $10,000.00 extortion attempt by the state.",formal,en,2.0
She said: 'This might have been a copycat thing in the CTBTO.',casual,en,-0.6
"""Being that Uncharted 2 is an action-adventure game, we wanted people to have an incentive to explore these worlds and see them from a different perspective, and use all the skills we've taught them,"" Minkoff said.",formal,en,1.4
This is very important to start now.,neutral,en,-0.25
I agree that the time to execute is way too long.,neutral,en,0.2
My wife and I think that you are doing a remarkable job and pray that it continues as you are faced with some major decisions.,neutral,en,0.0
"Android struggled somewhat withe the G1 device, but is seemingly about to experience a resurgence with the launch of the Droid smartphone, a device that is garnering brilliant reviews, even from the most Apple-centric authors.",formal,en,1.0
strong gams are beautiful!,casual,en,-2.4
With smaller portions they definitely could have been stretched to about a hundred.,formal,en,0.6
"Mr Thomson said: 'Everybody else has moved into the Middle East market, from Marks & Spencer to Next, and it is strange that they haven't got a presence there.",neutral,en,0.4
"""I pay no attention"" to race, said Buckner, an African-American.",formal,en,1.0
It is awesome.,casual,en,-2.2
I'm a big girl (age wise) and I love to dance.,casual,en,-1.8
People know their jobs.,casual,en,-0.6
Do your bras have stiches crossing the cup?,casual,en,-1.8
"The majority of the workers do a good job, based on their training and knowledge, I know that.",casual,en,-1.0
"Use Demonoid.com, The Pirate Bay, TorrentSpy or some other site.",neutral,en,0.0
Especially if they need to combine meds for depression and ADD.,formal,en,1.0
"""We didn't want people playing through the game and feeling there was no way to ever get the platinum trophy, that there was no way to get all the trophies because it was so super-complex,"" Minkoff said.",neutral,en,-0.4
Use a canny collar and possibly a muzzle initially.,formal,en,0.6
It was a match made in heaven.,casual,en,-1.2
That includes the jaw muscles getting weaker and not being able to eat.,formal,en,1.8
http://www.english.uiuc.edu/maps/vietnam/timeline.htm there's a whole list http://www.landscaper.net/timelin.htm http://www.historyplace.com/unitedstates/vietnam/index-1965.html,neutral,en,0.0
"Males usually have higher levels of HTL, while females have higher LPL activity.",formal,en,2.2
"If he gets to vote on a final bill, ""that will be something, given my appointment to fill Senator Kennedy's place,"" he said, searching for words to describe his emotions.",formal,en,1.4
Subscribe to Weekly Wrapup,casual,en,-0.6
But Massachusetts already provides its low-income residents with more comprehensive insurance coverage for much lower prices than the federal bills would: Replicating the Massachusetts system nationwide would be too expensive.,formal,en,1.2
"""But we will not create the jobs we need unless the economy is growing.""",formal,en,1.0
Thought you both might be interested in looking at it.,casual,en,-1.25
My lifestyle has been greatly simplified and we have found that we really like condo living and the added freedom it gives us.,formal,en,1.0
I opted to take the plunge sooner with the DCR - SR100.,neutral,en,-0.4
"""What is being looked at seriously is whether we need further increases in spending next year,"" said a Labour source.",formal,en,0.6
Are you excited to see these three share the screen together?,casual,en,-1.6
Tate finished with 141 total yards.,neutral,en,0.2
"Ten's head programmer, David Mott, said Rove would not return at the start of the year but he would not comment on the reason or when the next season would screen, The Sunday Telegraph reports.",formal,en,1.0
Madoff replied that he had already provided it to a top agency official.,neutral,en,0.4
my wishes to ya.,casual,en,-2.8
It was also used to recover the first stage of Ares I-X following its test flight.,formal,en,0.6
Most guys want more than friendship.,neutral,en,-0.4
The Beatles were a highly influential English rock and roll band from Liverpool.,formal,en,1.8
accmail.ir Russian (10th Ed.),casual,en,-3.0
First off....,casual,en,-2.5
"Equality in the workplace, more equitable task distribution at home (still haven't figured out how to outsource breastfeeding, but I digress), and more respect for women generally - all triumphs of the women's movement - have benefited all Western women.",formal,en,1.0
"The police also seized mobile phones, citizen emergency kits, manuscripts, posters and even the couple's marriage license.",formal,en,0.8
"Next, fetch the explosives by grinding on the pipes.",formal,en,0.6
"While many of the estimated 2,000 participants see the Pilsen event as merely part of the autumn race circuit, others like Arreola enter the event with more heartfelt motivations, said Juan Rangel, president of the United Neighborhood Organization, the group that organizes the race as a fundraiser for education.",neutral,en,0.2
-------------------------------------------------------------------------------- The cell is the smallest unit of biological organisation that biologists consider alive.,neutral,en,0.0
"""It was a bit of a shock to see everyone lying there - there was a lot of screaming,"" he said.",casual,en,-0.6
Shirley Temple Black is alive and well.,formal,en,1.4
"""The best way to get a sense of what Speaker Pelosi's takeover of health care looks like is to actually look at it. Just shy of 2,000 pages, it runs more than 620 pages longer than the government-run plan Hillary Clinton proposed in 1993.""",neutral,en,0.2
So not only does the state not care if my son has doctors or therapies or assistive technology nor does the state care if they comply with their own policies and federal law.,formal,en,1.0
"Icahn Associates Corp. is the largest shareholder of American Railcar Industries Inc., which depended on CIT for 31 percent of its business as of June 30, according to data compiled by Bloomberg.",formal,en,0.8
"""They were mostly strangled, it appears,"" he said.",formal,en,1.0
"UK Guardian reporter Ed Pilkington went to Anchorage to interview the 19 year-old babydaddy of Tripp Palin, Levi Johnston.",formal,en,0.8
The sensitivity of the issue was underlined by the way Mr Blair responded when The Mail on Sunday contacted his office to discuss the matter at 2pm on Friday.,formal,en,1.4
chunky and the coon tails,casual,en,-3.0
"The modelling is based on three key assumptions: the cash rate rising to 5.25 per cent by December, 2010; unemployment rising by one per cent to seven per cent and inflation hitting 3.5 per cent over the same period.",neutral,en,0.4
[edit] Career Song began acting and modeling at age 6.,formal,en,1.6
"ACMD report confirms advice that cannabis remain in Class C, but home secretary Jacqui Smith overrules it for the first time in its history and moves drug to Class B.",formal,en,1.6
Jones led the Eagles with 62 rushing yards.,formal,en,1.2
"Dear Governor Bush, I just received this letter from a man who lives in Lake Wales.",formal,en,0.75
"For Petty Officer Rivera, the experience has got her thinking about signing back up for active duty, but she wasn't sure.",formal,en,0.6
"They will be set up by breaking up Royal Bank of Scotland, Lloyds and Northern Rock, the banks it partially or wholly controls after bail-outs.",neutral,en,0.4
Thanks Tim.,neutral,en,-0.4
A perfect example of this in action: I was having dinner with a friend some months ago.,formal,en,0.8
